Rshoulder_x,Rshoulder_y,Rshoulder_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Relbow_x,Relbow_y,Relbow_z,Lelbow_x,Lelbow_y,Lelbow_z,Rhip_x,Rhip_y,Rhip_z,Lhip_x,Lhip_y,Lhip_z,Rknee_x,Rknee_y,Rknee_z,Lknee_x,Lknee_y,Lknee_z,Rtoes_x,Rtoes_y,Rtoes_z,Ltoes_x,Ltoes_y,Ltoes_z,Rankle_x,Rankle_y,Rankle_z,Lankle_x,Lankle_y,Lankle_z,LelbowWea_x,LelbowWea_y,LelbowWea_z,Rpelviswea_x,Rpelviswea_y,Rpelviswea_z,Lpelviswea_x,Lpelviswea_y,Lpelviswea_z,Rkneewea_x,Rkneewea_y,Rkneewea_z,Lkneewea_x,Lkneewea_y,Lkneewea_z
344.06,10.09,270.18,34.39,19.78,107.29,343.68,89.89,270.09,334.99,89.99,90,24.57,270.12,270.48,7.93,270.31,272.23,318.38,89.7,270.14,358.91,69.26,356.84,296.96,93.38,267.78,293.77,93.69,267.5,335.11,82.57,280.44,342.36,93.64,266.17,24.38,269.99,270,329.16,0.4,89.38,335.86,358.94,92.56,39.83,355.9,86.68,17.49,1.86,89.07
343.72,10.09,270.16,33.88,19.53,107.04,343.49,89.89,270.1,334.99,89.99,90,24.89,270.12,270.48,7.41,270.29,272.23,318.96,89.7,270.14,358.91,69.26,356.84,296.89,93.39,267.78,293.77,93.69,267.5,335.37,82.7,280.39,342.36,93.64,266.17,24.38,269.99,270,329.09,0.41,89.38,336.13,358.96,92.56,40.14,355.84,86.61,18.09,1.85,89.06
343.4,10.09,270.13,33.36,19.28,106.79,343.3,89.89,270.1,334.99,89.99,90,25.22,270.12,270.48,6.85,270.27,272.22,319.56,89.71,270.13,358.91,69.26,356.84,296.83,93.39,267.77,293.77,93.69,267.5,335.64,82.83,280.33,342.36,93.64,266.17,24.38,269.99,270,329.02,0.41,89.38,336.42,358.97,92.55,40.44,355.78,86.54,18.66,1.84,89.06
343.07,10.09,270.11,32.84,19.04,106.55,343.12,89.88,270.1,334.99,89.99,90,25.53,270.12,270.49,6.31,270.25,272.22,320.17,89.71,270.13,358.91,69.26,356.84,296.77,93.4,267.77,293.78,93.69,267.5,335.91,82.97,280.28,342.36,93.64,266.17,24.38,269.99,270,328.97,0.41,89.37,336.72,358.99,92.55,40.9,355.69,86.44,19.42,1.83,89.05
342.76,10.09,270.08,32.29,18.79,106.29,342.94,89.88,270.11,334.99,89.99,90,25.84,270.12,270.49,5.75,270.22,272.21,320.77,89.71,270.13,358.91,69.26,356.84,296.71,93.4,267.76,293.78,93.69,267.5,336.26,83.14,280.21,342.36,93.64,266.17,24.38,269.99,270,328.92,0.41,89.37,337.03,359,92.54,41.23,355.62,86.36,20,1.82,89.05
342.46,10.09,270.05,31.74,18.54,106.05,342.67,89.88,270.11,334.99,89.99,90,26.13,270.12,270.49,5.23,270.2,272.21,321.41,89.71,270.12,358.91,69.26,356.84,296.65,93.41,267.76,293.8,93.69,267.5,336.52,83.27,280.16,342.36,93.64,266.17,24.38,269.99,270,328.88,0.41,89.37,337.36,359.02,92.54,41.55,355.55,86.29,20.54,1.81,89.05
342.17,10.09,270.03,31.18,18.3,105.8,342.5,89.88,270.11,334.99,89.99,90,26.42,270.12,270.49,4.67,270.18,272.2,322.08,89.72,270.12,358.91,69.26,356.84,296.59,93.41,267.75,293.83,93.68,267.5,336.78,83.4,280.11,342.36,93.64,266.17,24.38,269.99,270,328.83,0.41,89.37,337.69,359.03,92.53,41.86,355.49,86.21,21.02,1.8,89.05
341.87,10.1,270,30.6,18.05,105.55,342.35,89.87,270.11,334.99,89.99,90,26.69,270.12,270.49,4.15,270.16,272.2,322.73,89.72,270.11,358.91,69.26,356.84,296.53,93.42,267.75,293.87,93.68,267.51,337.03,83.52,280.06,342.36,93.64,266.17,24.38,269.99,270,328.8,0.42,89.37,338.04,359.05,92.52,42.2,355.42,86.13,21.53,1.79,89.04
341.59,10.1,269.97,29.99,17.79,105.29,342.2,89.87,270.11,334.99,89.99,90,26.95,270.12,270.49,3.61,270.14,272.2,323.39,89.72,270.11,358.91,69.26,356.84,296.48,93.42,267.75,293.92,93.67,267.51,337.29,83.65,280.02,342.36,93.64,266.17,24.38,269.99,270,328.77,0.42,89.37,338.43,359.07,92.52,42.52,355.34,86.05,21.99,1.78,89.04
341.32,10.1,269.94,29.39,17.54,105.04,342.05,89.87,270.11,334.99,89.99,90,27.19,270.12,270.49,3.08,270.12,272.2,324.08,89.72,270.11,358.9,69.26,356.84,296.42,93.43,267.74,293.97,93.67,267.52,337.54,83.77,279.97,342.36,93.64,266.17,24.38,269.99,270,328.74,0.42,89.37,338.8,359.08,92.51,42.85,355.27,85.97,22.44,1.77,89.04
341.06,10.11,269.92,28.79,17.3,104.8,341.91,89.87,270.11,334.99,89.99,90,27.42,270.12,270.49,2.55,270.09,272.19,324.77,89.73,270.1,358.9,69.26,356.84,296.37,93.43,267.74,294.04,93.66,267.53,337.79,83.89,279.93,342.36,93.64,266.17,24.38,269.99,270,328.71,0.42,89.37,339.17,359.1,92.5,43.18,355.2,85.88,22.82,1.76,89.03
340.81,10.11,269.89,28.15,17.04,104.55,341.77,89.87,270.11,334.99,89.99,90,27.65,270.12,270.49,2.04,270.07,272.19,325.42,89.73,270.1,358.9,69.26,356.84,296.3,93.44,267.73,294.12,93.65,267.53,338.04,84,279.89,342.36,93.64,266.17,24.38,269.99,270,328.69,0.42,89.36,339.58,359.12,92.5,43.5,355.12,85.8,23.2,1.76,89.03
340.59,10.12,269.87,27.5,16.79,104.3,341.64,89.87,270.11,334.99,89.99,90,27.95,270.12,270.49,1.51,270.05,272.19,326.23,89.73,270.09,358.9,69.25,356.84,296.25,93.44,267.73,294.2,93.64,267.54,338.29,84.13,279.84,342.36,93.64,266.17,24.38,269.99,270,328.67,0.42,89.36,340,359.14,92.49,43.82,355.05,85.72,23.52,1.75,89.03
340.37,10.12,269.84,26.85,16.54,104.05,341.51,89.87,270.11,334.99,89.99,90,28.15,270.12,270.49,0.82,270.02,272.19,326.99,89.73,270.09,358.9,69.26,356.84,296.19,93.45,267.72,294.3,93.63,267.55,338.67,84.31,279.78,342.36,93.64,266.17,24.38,269.99,270,328.66,0.42,89.36,340.41,359.16,92.48,44.15,354.97,85.63,23.8,1.74,89.03
340.14,10.13,269.82,26.22,16.3,103.82,341.39,89.87,270.11,334.99,89.99,90,28.35,270.12,270.49,0.28,270,272.19,327.75,89.73,270.09,358.9,69.26,356.84,296.14,93.45,267.72,294.4,93.62,267.56,338.91,84.42,279.74,342.36,93.64,266.17,24.38,269.99,270,328.64,0.42,89.36,340.85,359.18,92.48,44.46,354.9,85.55,24.05,1.74,89.03
339.93,10.14,269.79,25.52,16.04,103.57,341.27,89.88,270.11,334.99,89.99,90,28.55,270.12,270.49,359.75,269.98,272.19,328.46,89.74,270.08,358.9,69.26,356.84,296.09,93.46,267.71,294.52,93.6,267.58,339.14,84.53,279.71,342.36,93.64,266.17,24.38,269.99,270,328.62,0.42,89.36,341.55,359.21,92.47,44.78,354.82,85.46,24.27,1.73,89.03
339.72,10.14,269.77,24.82,15.79,103.32,341.16,89.88,270.11,334.99,89.99,90,28.73,270.12,270.49,359.22,269.96,272.19,329.28,89.74,270.08,358.9,69.26,356.84,296.04,93.46,267.71,294.65,93.59,267.59,339.37,84.63,279.67,342.36,93.64,266.17,24.38,269.99,270,328.62,0.42,89.36,342,359.23,92.46,45.11,354.74,85.37,24.46,1.73,89.03
339.51,10.15,269.74,24.09,15.53,103.07,341.05,89.88,270.11,334.99,89.99,90,28.92,270.12,270.49,358.66,269.94,272.2,330.07,89.74,270.07,358.9,69.26,356.84,296,93.46,267.71,294.79,93.57,267.6,339.57,84.73,279.64,342.36,93.64,266.17,24.38,269.99,270,328.61,0.42,89.36,342.45,359.25,92.45,45.45,354.65,85.27,24.62,1.72,89.03
339.3,10.16,269.71,23.37,15.28,102.83,340.95,89.88,270.1,334.99,89.99,90,29.09,270.12,270.49,358.14,269.92,272.2,330.87,89.74,270.07,358.9,69.26,356.84,295.95,93.47,267.7,294.95,93.56,267.62,339.78,84.83,279.61,342.36,93.64,266.17,24.38,269.99,270,328.6,0.42,89.36,342.91,359.27,92.45,45.75,354.57,85.19,24.75,1.72,89.03
339.12,10.17,269.69,22.56,15.01,102.57,340.85,89.89,270.1,334.99,89.99,90,29.34,270.12,270.49,357.62,269.9,272.2,331.67,89.74,270.07,358.9,69.26,356.84,295.9,93.47,267.7,295.12,93.54,267.63,339.98,84.92,279.58,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,343.4,359.3,92.44,46.06,354.49,85.09,24.87,1.72,89.03
338.93,10.18,269.66,21.31,14.59,102.17,340.75,89.89,270.09,334.99,89.99,90,29.49,270.12,270.5,356.79,269.86,272.21,332.53,89.75,270.06,358.9,69.25,356.84,295.85,93.48,267.7,295.29,93.52,267.65,340.18,85.01,279.56,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,343.84,359.31,92.44,46.36,354.41,85.01,24.96,1.72,89.03
338.74,10.19,269.64,20.49,14.33,101.92,340.65,89.9,270.09,334.99,89.99,90,29.63,270.13,270.5,356.25,269.84,272.21,333.33,89.75,270.06,358.9,69.25,356.84,295.81,93.48,267.69,295.49,93.5,267.67,340.37,85.1,279.53,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,344.32,359.34,92.43,46.66,354.33,84.92,25.02,1.71,89.03
338.57,10.2,269.61,19.67,14.07,101.68,340.56,89.9,270.08,334.99,89.99,90,29.76,270.13,270.5,355.75,269.82,272.21,334.09,89.75,270.05,358.9,69.25,356.84,295.76,93.49,267.69,295.69,93.48,267.69,340.56,85.19,279.5,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,344.78,359.36,92.42,46.95,354.26,84.83,25.07,1.71,89.03
338.4,10.21,269.59,18.92,13.84,101.47,340.48,89.91,270.08,334.99,89.99,90,29.9,270.13,270.5,355.24,269.8,272.22,334.87,89.75,270.05,358.9,69.25,356.84,295.71,93.49,267.68,296.06,93.44,267.72,340.74,85.27,279.48,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,345.29,359.38,92.42,47.25,354.17,84.74,25.11,1.71,89.03
338.24,10.23,269.56,18.1,13.59,101.23,340.41,89.92,270.07,334.99,89.99,90,30.01,270.13,270.5,354.74,269.78,272.22,335.58,89.75,270.05,358.9,69.25,356.84,295.67,93.49,267.68,296.31,93.42,267.74,340.91,85.35,279.46,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,345.77,359.4,92.41,47.56,354.08,84.64,25.13,1.71,89.03
337.99,10.25,269.52,17.32,13.36,101.02,340.34,89.93,270.06,334.99,89.99,90,30.12,270.13,270.5,354.23,269.76,272.23,336.27,89.75,270.04,358.9,69.25,356.84,295.6,93.5,267.67,296.55,93.39,267.76,341.09,85.43,279.44,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,346.26,359.42,92.41,47.87,354,84.55,25.14,1.71,89.03
337.79,10.27,269.49,16.51,13.12,100.81,340.28,89.93,270.05,334.99,89.99,90,30.23,270.13,270.5,353.76,269.74,272.23,336.91,89.76,270.04,358.9,69.25,356.84,295.56,93.5,267.67,296.82,93.37,267.78,341.28,85.51,279.41,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,346.77,359.44,92.4,48.15,353.91,84.46,25.14,1.71,89.03
337.65,10.28,269.46,15.71,12.89,100.6,340.22,89.94,270.04,334.99,89.99,90,30.33,270.13,270.5,353.29,269.72,272.24,337.55,89.76,270.04,358.9,69.25,356.84,295.51,93.51,267.67,297.1,93.34,267.81,341.44,85.59,279.4,342.36,93.64,266.17,24.38,269.99,270,328.56,0.43,89.36,347.29,359.47,92.4,48.43,353.83,84.37,25.13,1.71,89.03
337.51,10.3,269.44,14.94,12.67,100.41,340.17,89.95,270.03,334.99,89.99,90,30.42,270.13,270.5,352.81,269.7,272.24,338.15,89.76,270.04,358.9,69.25,356.84,295.48,93.51,267.66,297.4,93.32,267.83,341.58,85.65,279.38,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,347.79,359.49,92.39,48.69,353.75,84.28,25.11,1.71,89.03
337.39,10.32,269.41,14.16,12.45,100.22,340.13,89.96,270.02,334.99,89.99,90,30.51,270.13,270.5,352.35,269.68,272.25,338.76,89.76,270.03,358.9,69.25,356.84,295.43,93.52,267.66,297.71,93.29,267.85,341.72,85.71,279.36,342.36,93.64,266.17,24.38,269.99,270,328.59,0.43,89.36,348.31,359.51,92.39,49.1,353.63,84.15,25.09,1.71,89.03
337.27,10.34,269.39,13.34,12.23,100.02,340.1,89.98,270.01,334.99,89.99,90,30.59,270.13,270.5,351.89,269.66,272.25,339.67,89.76,270.03,358.9,69.25,356.84,295.4,93.52,267.66,298.03,93.26,267.88,341.84,85.77,279.35,342.36,93.64,266.17,24.38,269.99,270,328.61,0.43,89.36,348.83,359.53,92.38,49.34,353.55,84.07,25.07,1.71,89.03
337.17,10.35,269.37,12.55,12.02,99.84,340.07,89.99,270,334.99,89.99,90,30.68,270.13,270.5,351.44,269.65,272.26,340.41,89.76,270.03,358.9,69.24,356.84,295.36,93.52,267.65,298.38,93.23,267.9,341.96,85.82,279.34,342.36,93.64,266.17,24.38,269.99,270,328.65,0.42,89.36,349.36,359.55,92.38,49.58,353.48,83.98,25.06,1.71,89.03
337.07,10.37,269.34,11.73,11.8,99.65,340.04,90,269.99,334.99,89.99,90,30.75,270.13,270.5,350.97,269.63,272.27,340.94,89.76,270.02,358.9,69.24,356.85,295.32,93.53,267.65,298.75,93.2,267.93,342.06,85.87,279.33,342.36,93.64,266.17,24.38,269.99,270,328.7,0.42,89.36,349.87,359.58,92.38,49.79,353.41,83.91,25.04,1.71,89.03
336.98,10.39,269.32,10.87,11.57,99.47,340.02,90.02,269.98,334.99,89.99,90,30.82,270.13,270.5,350.53,269.61,272.27,341.45,89.76,270.02,358.9,69.24,356.85,295.28,93.53,267.65,299.12,93.17,267.95,342.15,85.91,279.32,342.36,93.64,266.17,24.38,269.99,270,328.79,0.42,89.36,350.4,359.6,92.37,50.01,353.34,83.83,25.04,1.71,89.04
336.9,10.41,269.3,10.08,11.37,99.3,340.01,90.03,269.96,334.99,89.99,90,30.89,270.13,270.5,350.07,269.59,272.28,341.95,89.76,270.02,358.9,69.24,356.85,295.24,93.53,267.64,299.49,93.15,267.98,342.24,85.95,279.31,342.36,93.64,266.17,24.38,269.99,270,328.86,0.42,89.36,350.92,359.62,92.37,50.21,353.27,83.76,25.04,1.7,89.04
336.8,10.44,269.27,9.25,11.16,99.13,340.01,90.05,269.94,334.99,89.99,90,30.96,270.13,270.5,349.6,269.57,272.29,342.4,89.76,270.02,358.9,69.23,356.85,295.2,93.54,267.64,299.88,93.12,268,342.32,85.98,279.31,342.36,93.64,266.17,24.38,269.99,270,328.96,0.42,89.36,351.46,359.64,92.37,50.41,353.21,83.69,25.05,1.7,89.04
336.72,10.46,269.25,8.45,10.96,98.96,340.01,90.06,269.93,334.99,89.99,90,31.01,270.13,270.5,349.17,269.55,272.29,343,89.76,270.01,358.9,69.23,356.85,295.17,93.54,267.64,300.26,93.09,268.02,342.39,86.01,279.3,342.36,93.64,266.17,24.38,269.99,270,329.04,0.41,89.36,352.17,359.67,92.36,50.59,353.15,83.63,25.06,1.7,89.04
336.66,10.48,269.23,7.63,10.76,98.8,340.02,90.09,269.9,334.99,89.99,90,31.09,270.13,270.5,348.76,269.53,272.3,343.42,89.76,270.01,358.9,69.23,356.85,295.13,93.55,267.63,300.68,93.06,268.05,342.46,86.04,279.3,342.36,93.64,266.17,24.38,269.99,270,329.16,0.41,89.37,352.73,359.69,92.36,50.78,353.09,83.56,25.06,1.7,89.04
336.61,10.5,269.21,6.81,10.56,98.65,340.04,90.11,269.88,334.99,89.99,90,31.13,270.13,270.5,348.36,269.52,272.31,343.78,89.77,270.01,358.89,69.22,356.85,295.1,93.55,267.63,301.09,93.03,268.07,342.52,86.07,279.29,342.36,93.64,266.17,24.38,269.99,270,329.28,0.41,89.37,353.28,359.72,92.36,51.01,353,83.47,25.07,1.7,89.04
336.56,10.52,269.2,5.77,10.31,98.45,340.07,90.14,269.85,334.99,89.99,90,31.18,270.13,270.5,347.96,269.5,272.32,344.11,89.77,270.01,358.89,69.21,356.85,295.05,93.55,267.63,301.5,93.01,268.1,342.58,86.09,279.29,342.36,93.64,266.17,24.38,269.99,270,329.4,0.41,89.37,353.82,359.74,92.35,51.17,352.95,83.42,25.08,1.7,89.04
336.52,10.53,269.18,5.02,10.13,98.32,340.1,90.16,269.83,334.99,89.99,90,31.21,270.13,270.5,347.57,269.48,272.32,344.43,89.77,270.01,358.89,69.21,356.86,295.01,93.56,267.62,301.91,92.98,268.12,342.64,86.12,279.28,342.36,93.64,266.17,24.38,269.99,270,329.56,0.4,89.37,354.36,359.76,92.35,51.3,352.9,83.36,25.08,1.7,89.04
336.49,10.54,269.17,4.26,9.95,98.19,340.12,90.18,269.81,334.99,89.99,90,31.25,270.13,270.5,347.07,269.46,272.33,344.74,89.77,270.01,358.89,69.2,356.86,294.98,93.56,267.62,302.37,92.95,268.14,342.68,86.14,279.28,342.36,93.64,266.17,24.38,269.99,270,329.69,0.4,89.38,354.9,359.79,92.35,51.43,352.86,83.32,25.09,1.69,89.04
336.46,10.56,269.16,3.21,9.71,98.01,340.17,90.21,269.79,334.99,89.99,90,31.27,270.13,270.5,346.71,269.44,272.34,345.02,89.77,270.01,358.89,69.19,356.86,294.95,93.56,267.62,302.8,92.93,268.16,342.71,86.15,279.28,342.36,93.64,266.17,24.38,269.99,270,329.88,0.39,89.38,355.7,359.82,92.35,51.55,352.82,83.27,25.09,1.69,89.04
336.44,10.57,269.15,2.43,9.53,97.88,340.21,90.23,269.77,334.99,89.99,90,31.3,270.13,270.5,346.39,269.43,272.35,345.24,89.77,270.01,358.88,69.19,356.86,294.92,93.57,267.61,303.25,92.9,268.18,342.74,86.17,279.27,342.36,93.64,266.17,24.38,269.99,270,330.07,0.39,89.38,356.22,359.84,92.34,51.64,352.78,83.24,25.1,1.69,89.04
336.43,10.58,269.14,1.72,9.37,97.77,340.25,90.26,269.74,334.99,89.99,90,31.32,270.13,270.5,346.07,269.42,272.36,345.43,89.77,270,358.88,69.18,356.86,294.89,93.57,267.61,303.7,92.88,268.21,342.77,86.18,279.27,342.36,93.64,266.17,24.38,269.99,270,330.25,0.38,89.39,356.75,359.86,92.34,51.72,352.76,83.21,25.11,1.69,89.05
336.43,10.58,269.14,1.02,9.22,97.66,340.3,90.28,269.72,334.99,89.99,90,31.33,270.13,270.5,345.77,269.4,272.36,345.59,89.77,270,358.88,69.17,356.87,294.86,93.57,267.61,304.31,92.84,268.23,342.79,86.19,279.27,342.36,93.64,266.17,24.38,269.99,270,330.47,0.38,89.39,357.28,359.88,92.34,51.78,352.73,83.18,25.11,1.69,89.05
336.43,10.59,269.13,0.33,9.06,97.55,340.36,90.3,269.7,334.99,89.99,90,31.35,270.13,270.5,345.49,269.39,272.37,345.71,89.77,270,358.88,69.16,356.87,294.83,93.58,267.61,304.74,92.82,268.25,342.83,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,330.71,0.37,89.39,357.81,359.9,92.34,51.82,352.72,83.17,25.11,1.69,89.05
336.44,10.6,269.13,359.61,8.91,97.44,340.42,90.32,269.68,334.99,89.99,90,31.36,270.13,270.5,345.22,269.38,272.38,345.8,89.77,270,358.87,69.15,356.87,294.79,93.58,267.6,305.19,92.8,268.27,342.84,86.21,279.26,342.36,93.64,266.17,24.38,269.99,270,331.05,0.36,89.4,358.32,359.93,92.34,51.84,352.71,83.16,25.12,1.68,89.05
336.46,10.6,269.13,358.94,8.76,97.34,340.48,90.34,269.66,334.99,89.99,90,31.37,270.13,270.5,344.96,269.37,272.38,345.87,89.77,270,358.87,69.14,356.88,294.76,93.58,267.6,305.61,92.78,268.29,342.86,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,331.32,0.36,89.4,358.84,359.95,92.34,51.84,352.71,83.16,25.12,1.68,89.05
336.48,10.6,269.13,358.26,8.61,97.25,340.56,90.37,269.64,334.99,89.99,90,31.38,270.13,270.5,344.72,269.36,272.39,345.92,89.77,270,358.87,69.13,356.88,294.73,93.59,267.6,306.04,92.76,268.3,342.86,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,331.61,0.35,89.41,359.72,359.98,92.34,51.81,352.72,83.17,25.12,1.68,89.05
336.52,10.61,269.13,357.61,8.47,97.16,340.63,90.39,269.62,334.99,89.99,90,31.39,270.13,270.5,344.5,269.35,272.39,345.96,89.77,270,358.86,69.12,356.88,294.7,93.59,267.6,306.44,92.74,268.32,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,331.86,0.34,89.41,0.28,0.01,92.34,51.75,352.74,83.18,25.13,1.68,89.05
336.57,10.61,269.13,356.94,8.33,97.07,340.72,90.41,269.6,334.99,89.99,90,31.4,270.13,270.5,344.29,269.34,272.4,346,89.77,270,358.86,69.11,356.89,294.67,93.59,267.59,306.86,92.72,268.34,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,332.16,0.34,89.42,0.84,0.03,92.34,51.67,352.76,83.21,25.13,1.68,89.05
336.62,10.61,269.13,355.92,8.11,96.93,340.8,90.43,269.58,334.99,89.99,90,31.4,270.13,270.5,344.09,269.33,272.41,346.03,89.77,270,358.86,69.1,356.89,294.64,93.59,267.59,307.27,92.7,268.35,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,332.43,0.33,89.42,1.37,0.05,92.34,51.57,352.79,83.25,25.13,1.67,89.05
336.68,10.61,269.14,355.24,7.97,96.85,340.9,90.45,269.56,334.99,89.99,90,31.41,270.13,270.5,343.92,269.32,272.41,346.04,89.77,270,358.86,69.09,356.89,294.61,93.6,267.59,307.8,92.67,268.37,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,332.8,0.32,89.43,1.88,0.07,92.34,51.45,352.83,83.29,25.13,1.67,89.05
336.75,10.6,269.14,354.6,7.83,96.77,341.01,90.47,269.55,334.99,89.99,90,31.41,270.13,270.5,343.68,269.31,272.42,346.05,89.77,270,358.85,69.08,356.9,294.59,93.6,267.58,308.22,92.66,268.38,342.86,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,333.16,0.31,89.43,2.4,0.09,92.34,51.31,352.88,83.34,25.13,1.67,89.05
336.84,10.6,269.15,354.01,7.71,96.7,341.11,90.49,269.53,334.99,89.99,90,31.42,270.13,270.5,343.55,269.3,272.42,346.05,89.77,270,358.85,69.07,356.9,294.56,93.6,267.58,308.61,92.64,268.4,342.85,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,333.48,0.31,89.44,2.89,0.11,92.34,51.14,352.93,83.39,25.13,1.67,89.06
336.93,10.6,269.16,353.39,7.58,96.62,341.23,90.51,269.51,334.99,89.99,90,31.42,270.13,270.5,343.43,269.3,272.43,346.04,89.77,270,358.84,69.06,356.9,294.52,93.61,267.58,308.97,92.63,268.41,342.84,86.21,279.27,342.36,93.64,266.17,24.38,269.99,270,333.87,0.3,89.44,3.43,0.13,92.34,50.95,352.99,83.46,25.13,1.66,89.06
337.03,10.59,269.17,352.82,7.46,96.56,341.36,90.53,269.49,334.99,89.99,90,31.42,270.13,270.5,343.31,269.29,272.43,346.03,89.77,270,358.84,69.04,356.9,294.49,93.61,267.58,309.58,92.6,268.43,342.83,86.21,279.27,342.36,93.64,266.17,24.38,269.99,270,334.26,0.29,89.45,3.9,0.15,92.34,50.72,353.06,83.53,25.14,1.66,89.06
337.21,10.58,269.19,352.26,7.35,96.49,341.5,90.54,269.48,334.99,89.99,90,31.43,270.13,270.5,343.24,269.29,272.43,346,89.77,270,358.83,69.01,356.9,294.45,93.61,267.57,309.94,92.59,268.44,342.82,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,334.61,0.28,89.45,4.4,0.17,92.35,50.48,353.14,83.61,25.14,1.66,89.06
337.34,10.57,269.2,351.72,7.24,96.44,341.64,90.56,269.46,334.99,89.99,90,31.43,270.13,270.5,343.19,269.29,272.44,345.97,89.77,270,358.82,68.95,356.89,294.43,93.62,267.57,310.29,92.57,268.45,342.81,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,335.18,0.27,89.46,4.88,0.19,92.35,50.2,353.22,83.7,25.14,1.66,89.06
337.49,10.56,269.21,351.18,7.13,96.38,341.79,90.58,269.45,334.99,89.99,90,31.42,270.13,270.5,343.17,269.29,272.44,345.94,89.77,270,358.81,68.85,356.88,294.41,93.62,267.57,310.61,92.56,268.46,342.79,86.19,279.27,342.36,93.64,266.17,24.38,269.99,270,335.64,0.26,89.47,5.4,0.22,92.35,49.9,353.31,83.8,25.14,1.66,89.06
337.64,10.55,269.23,350.66,7.02,96.33,341.95,90.59,269.44,334.99,89.99,90,31.4,270.13,270.5,343.16,269.29,272.44,345.9,89.77,270,358.8,68.72,356.88,294.39,93.62,267.57,310.94,92.55,268.47,342.78,86.18,279.27,342.36,93.64,266.17,24.38,269.99,270,336.04,0.25,89.47,5.88,0.24,92.35,49.57,353.41,83.91,25.14,1.65,89.06
337.81,10.54,269.25,350.14,6.92,96.27,342.12,90.61,269.43,334.99,89.99,90,31.38,270.13,270.5,343.17,269.29,272.44,345.85,89.77,270,358.78,68.53,356.87,294.37,93.62,267.56,311.24,92.54,268.48,342.76,86.17,279.27,342.36,93.64,266.17,24.38,269.99,270,336.51,0.24,89.48,6.38,0.26,92.35,49.2,353.51,84.02,25.14,1.65,89.06
338,10.53,269.26,349.66,6.82,96.23,342.3,90.62,269.41,334.99,89.99,90,31.35,270.13,270.5,343.2,269.29,272.44,345.75,89.77,270,358.76,68.29,356.85,294.35,93.62,267.56,311.53,92.53,268.48,342.74,86.17,279.27,342.36,93.64,266.17,24.38,269.99,270,336.88,0.23,89.48,6.86,0.28,92.36,48.53,353.7,84.22,25.14,1.65,89.06
338.19,10.52,269.28,349.19,6.73,96.18,342.48,90.63,269.41,334.99,89.99,90,31.31,270.13,270.5,343.26,269.29,272.44,345.69,89.77,270,358.73,67.96,356.84,294.33,93.63,267.56,311.81,92.52,268.49,342.72,86.16,279.28,342.36,93.64,266.17,24.38,269.99,270,337.35,0.22,89.49,7.36,0.3,92.36,48.09,353.82,84.35,25.14,1.65,89.07
338.39,10.5,269.3,348.75,6.64,96.14,342.67,90.64,269.4,334.99,89.99,90,31.26,270.13,270.5,343.36,269.29,272.44,345.61,89.77,270,358.71,67.58,356.82,294.31,93.63,267.56,312.07,92.51,268.5,342.7,86.15,279.28,342.36,93.64,266.17,24.38,269.99,270,337.81,0.21,89.49,7.82,0.32,92.36,47.6,353.95,84.49,25.14,1.64,89.07
338.6,10.49,269.32,348.32,6.55,96.1,342.89,90.65,269.39,334.99,89.99,90,31.2,270.13,270.5,343.5,269.3,272.44,345.54,89.77,270,358.67,67.11,356.8,294.29,93.63,267.56,312.31,92.5,268.5,342.68,86.14,279.28,342.36,93.64,266.17,24.38,269.99,270,338.21,0.21,89.5,8.3,0.34,92.36,47.1,354.07,84.63,25.14,1.64,89.07
338.81,10.48,269.34,347.92,6.47,96.06,343.1,90.66,269.38,334.99,89.99,90,31.13,270.13,270.5,343.68,269.31,272.44,345.45,89.77,270,358.63,66.58,356.78,294.27,93.63,267.55,312.53,92.49,268.51,342.66,86.13,279.28,342.36,93.64,266.17,24.38,269.99,270,338.69,0.2,89.5,8.78,0.36,92.37,46.56,354.21,84.78,25.14,1.64,89.07
